Profile: Function timing, sorted by time
Date:    Tue Jan 18 21:11:44 2000


Programmstatistik
-----------------
    2000 Jan 18 21:11 Befehlszeile: minscript -f div.ic   
    Gesamtzeit: 137,180 Millisekunden
    Zeit ausserhalb von Funktionen: 11,211 Millisekunden
    Aufruftiefe: 17
    Gesamtfunktionen: 1652
    Gesamtaufrufe: 119787
    Funktionsabdeckung: 28,8%
    Berechneter Verwaltungsaufwand: 7
    Durchschnittlicher Aufwand: 7

Modulstatistik fuer minipdll.dll
--------------------------------
    Zeit innerhalb des Moduls: 125,969 Millisekunden
    100,0% Prozent im Modul
    1652 Funktionen im Modul
    Aufrufe im Modul: 119787 
    Modulfunktionsabdeckung: 28,8%

        Funkt.        Funkt.+Unterfkt.      Anzahl
        Zeit     %         Zeit       %          Aufrufe  Funktion
------------------------------------------------------------------
       0,001   0,0        0,001   0,0        8 std::vector<class minClassDeclarationNode const *,class std::allocator<class minClassDeclarationNode const *> >::_Destroy(class minClassDeclarationNode const * *,class minClassDeclarationNode const * *) (minpreproc.obj)
       0,001   0,0        0,004   0,0        7 std::vector<class minHandle<class minVariableDeclarationNode>,class std::allocator<class minHandle<class minVariableDeclarationNode> > >::_Ufill(class minHandle<class minVariableDeclarationNode> *,unsigned int,class minHandle<class minVariableDeclarationNode> const &) (minparser.obj)
       0,001   0,0        0,001   0,0        6 std::vector<class minHandle<class minVariableDeclarationNode>,class std::allocator<class minHandle<class minVariableDeclarationNode> > >::capacity(void) (minip.obj)
       0,001   0,0        0,027   0,0        7 std::vector<class minHandle<class minVariableDeclarationNode>,class std::allocator<class minHandle<class minVariableDeclarationNode> > >::insert(class minHandle<class minVariableDeclarationNode> *,unsigned int,class minHandle<class minVariableDeclarationNode> const &) (minparser.obj)
       0,001   0,0        0,001   0,0        8 std::vector<struct std::pair<class minInterpreterType,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > >,class std::allocator<struct std::pair<class minInterpreterType,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > > > >::_Destroy(struct std::pair<class minInterpreterType,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > > *,struct std::pair<cl
       0,001   0,0        0,001   0,0       15 std::vector<struct std::pair<class minInterpreterType,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > >,class std::allocator<struct std::pair<class minInterpreterType,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > > > >::begin(void) (minpreproc.obj)
       0,000   0,0        0,000   0,0        1 IsCompatible(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const &,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const &) (minipenv.obj)
       0,000   0,0        0,000   0,0        1 IsGetLValue(int) (minparsernodes.obj)
       0,000   0,0        0,023   0,0        1 IsManglingNameCompatible(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const &,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const &) (minipenv.obj)
       0,000   0,0       41,891  33,3        2 NativeFcnWrapper1<int,int>::NativeFcnWrapper1<int,int>(int (*)(int),class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const &) (minip.obj)
       0,000   0,0       10,417   8,3        1 NativeFcnWrapper2<int,char const *,int>::NativeFcnWrapper2<int,char const *,int>(int (*)(char const *,int),class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const &) (minip.obj)
       0,000   0,0        0,000   0,0        7 NativeFcnWrapperBase::GetArgumentList(void) (minip.obj)
       0,000   0,0        0,000   0,0        7 NativeFcnWrapperBase::GetFunctionName(void) (minip.obj)
       0,000   0,0        0,002   0,0        1 _$E22 (minip.obj)
       0,000   0,0        0,001   0,0        1 _$E23 (minparsernodes.obj)
       0,000   0,0        0,002   0,0        1 _$E23 (minipenv.obj)
       0,000   0,0        0,000   0,0        1 _$E24 (minipenv.obj)
       0,000   0,0        0,001   0,0        1 _$E24 (minparsernodes.obj)
       0,000   0,0        0,000   0,0        1 _$E28 (minip.obj)
       0,000   0,0        0,001   0,0        1 _$E28 (minparser.obj)
       0,000   0,0        0,000   0,0        1 _$E28 (minpreproc.obj)
       0,000   0,0        0,000   0,0        1 _$E29 (minparser.obj)
       0,000   0,0        0,000   0,0        1 _$E29 (minparsernodes.obj)
       0,000   0,0        0,001   0,0        1 _$E29 (minipenv.obj)
       0,000   0,0        0,000   0,0        1 _$E30 (minipenv.obj)
       0,000   0,0        0,001   0,0        1 _$E31 (minip.obj)
       0,000   0,0        0,000   0,0        1 _$E31 (minparsernodes.obj)
       0,000   0,0        0,002   0,0        1 _$E31 (minparser.obj)
       0,000   0,0        0,000   0,0        1 _$E32 (minparsernodes.obj)
       0,000   0,0        0,002   0,0        1 _$E32 (minipenv.obj)
       0,000   0,0        0,001   0,0        1 _$E33 (minpreproc.obj)
       0,000   0,0        0,000   0,0        1 _$E34 (minpreproc.obj)
       0,000   0,0        0,002   0,0        1 _$E36 (minpreproc.obj)
       0,000   0,0        0,189   0,2        1 _$E37 (minparsernodes.obj)
       0,000   0,0        0,000   0,0        1 _$E39 (minparsernodes.obj)
       0,000   0,0        0,001   0,0        1 _$E42 (minparsernodes.obj)
       0,000   0,0        0,000   0,0        1 minBlockNode::`scalar deleting destructor'(unsigned int) (minparsernodes.obj)
       0,000   0,0        0,000   0,0        1 minBlockNode::`vector deleting destructor'(unsigned int) (minparsernodes.obj)
       0,000   0,0        0,000   0,0        1 minBlockNode::~minBlockNode(void) (minparsernodes.obj)
       0,000   0,0        0,007   0,0        1 minCallStackItem::`scalar deleting destructor'(unsigned int) (minpreproc.obj)
       0,000   0,0        0,005   0,0        1 minForkNode::minForkNode(class minInterpreterNode *,class minInterpreterNode *) (minparser.obj)
       0,000   0,0        0,060   0,0        8 minFunctionDeclarationNode::GetManglingName(void) (minparsernodes.obj)
       0,000   0,0        0,001   0,0        7 minFunctionDeclarationNode::GetReturnType(void) (minip.obj)
       0,000   0,0        0,025   0,0        7 minFunctionDeclarationNode::~minFunctionDeclarationNode(void) (minparsernodes.obj)
       0,000   0,0        0,000   0,0        1 minHandle<class minCallStackItem>::IsOk(void) (minparsernodes.obj)
       0,000   0,0        0,000   0,0        1 minHandle<class minCallStackItem>::operator==(class minHandle<class minCallStackItem> const &) (minipenv.obj)
       0,000   0,0        0,010   0,0        4 minHandle<class minCallStackItem>::~minHandle<class minCallStackItem>(void) (minpreproc.obj)
       0,000   0,0        0,000   0,0       36 minHandle<class minFunctionDeclarationNode>::operator->(void) (minparsernodes.obj)
       0,000   0,0        0,001   0,0        1 minHandle<class minInterpreterValue>::~minHandle<class minInterpreterValue>(void) (minpreproc.obj)
       0,000   0,0        0,023   0,0        1 minInterpreterEnvironment::PopCallStackItem(void) (minipenv.obj)
       0,000   0,0        0,000   0,0        1 minInterpreterEnvironment::SetDebugMode(bool) (minpreproc.obj)
       0,000   0,0        0,062   0,0        1 minInterpreterEnvironment::~minInterpreterEnvironment(void) (minipenv.obj)
       0,000   0,0        0,005   0,0        8 minInterpreterNode::~minInterpreterNode(void) (minparsernodes.obj)
       0,000   0,0        0,023   0,0        8 minInterpreterType::GetManglingString(void) (minipenv.obj)
       0,000   0,0        0,000   0,0        1 minInterpreterType::IsObject(void) (minpreproc.obj)
       0,000   0,0        0,002   0,0        2 minInterpreterValue::CheckAndUpdateType(enum InterpreterValueType) (minipenv.obj)
       0,000   0,0        0,002   0,0        1 minInterpreterValue::GetString(void) (minpreproc.obj)
       0,000   0,0        0,000   0,0        1 minInterpreterValue::IsObject(void) (minpreproc.obj)
       0,000   0,0        0,001   0,0        3 minInterpreterValue::IsReference(void) (minpreproc.obj)
       0,000   0,0        0,000   0,0        7 minNativeFcnInterface::minNativeFcnInterface(void) (minip.obj)
       0,000   0,0        0,000   0,0        1 minOperatorNode::SetLeftNode(class minInterpreterNode *) (minparser.obj)
       0,000   0,0        0,005   0,0        1 minOperatorNode::minOperatorNode(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const &,int,class minInterpreterNode *,class minInterpreterNode *) (minparser.obj)
       0,000   0,0       24,700  19,6       14 minParser::GetRefAndPointerLevel(int &,bool &) (minparser.obj)
       0,000   0,0        0,003   0,0        7 minParser::IsTokenValidType(class minToken const &) (minparser.obj)
       0,000   0,0        0,000   0,0        1 minParser::IsVariableScopeModifier(class minToken const &) (minparser.obj)
       0,000   0,0        0,000   0,0        8 minParser::SetProgramNode(class minInterpreterNode *) (minparser.obj)
       0,000   0,0        3,057   2,4        1 minScriptInterpreter::~minScriptInterpreter(void) (minpreproc.obj)
       0,000   0,0        0,000   0,0        2 minToken::IsArrayOperator(void) (mintokenizer.obj)
       0,000   0,0        0,000   0,0        1 minToken::IsArrayStop(void) (mintokenizer.obj)
       0,000   0,0        0,000   0,0        8 minToken::IsStatementTerminator(void) (mintokenizer.obj)
       0,000   0,0        1,027   0,8      576 minToken::`scalar deleting destructor'(unsigned int) (mintokenizer.obj)
       0,000   0,0        0,958   0,8       86 minTokenizer::CheckForCommentToken(class minToken &) (mintokenizer.obj)
       0,000   0,0        0,016   0,0       86 minTokenizer::GetNextToken(class minToken &) (mintokenizer.obj)
       0,000   0,0       46,415  36,8        8 minTokenizer::~minTokenizer(void) (mintokenizer.obj)
       0,000   0,0        0,007   0,0       29 std::_Construct(class minHandle<class minVariableDeclarationNode> *,class minHandle<class minVariableDeclarationNode> const &) (minparser.obj)
       0,000   0,0        0,001   0,0        1 std::_Destroy(class minHandle<class minCallStackItem> *) (minpreproc.obj)
       0,000   0,0        0,999   0,8      576 std::_Destroy(class minToken *) (mintokenizer.obj)
       0,000   0,0        0,001   0,0        8 std::allocator<class minClassDeclarationNode const *>::deallocate(void *,unsigned int) (minpreproc.obj)
       0,000   0,0        0,001   0,0        1 std::allocator<class minHandle<class minCallStackItem> >::construct(class minHandle<class minCallStackItem> *,class minHandle<class minCallStackItem> const &) (minpreproc.obj)
       0,000   0,0        0,003   0,0        2 std::allocator<class minHandle<class minCallStackItem> >::deallocate(void *,unsigned int) (minpreproc.obj)
       0,000   0,0        0,001   0,0        1 std::allocator<class minHandle<class minCallStackItem> >::destroy(class minHandle<class minCallStackItem> *) (minpreproc.obj)
       0,000   0,0        0,001   0,0        1 std::allocator<class minHandle<class minClassDeclarationNode> >::deallocate(void *,unsigned int) (minpreproc.obj)
       0,000   0,0        0,008   0,0        8 std::allocator<class minHandle<class minFunctionDeclarationNode> >::_Charalloc(unsigned int) (minpreproc.obj)
       0,000   0,0        0,007   0,0        8 std::allocator<class minHandle<class minFunctionDeclarationNode> >::deallocate(void *,unsigned int) (minpreproc.obj)
       0,000   0,0        0,020   0,0        7 std::allocator<class minHandle<class minFunctionDeclarationNode> >::destroy(class minHandle<class minFunctionDeclarationNode> *) (minpreproc.obj)
       0,000   0,0        0,003   0,0        2 std::allocator<class minHandle<class minInterpreterNode> >::_Charalloc(unsigned int) (minparsernodes.obj)
       0,000   0,0        0,003   0,0        2 std::allocator<class minHandle<class minInterpreterNode> >::deallocate(void *,unsigned int) (minparsernodes.obj)
       0,000   0,0        0,018   0,0       27 std::allocator<class minHandle<class minVariableDeclarationNode> >::deallocate(void *,unsigned int) (minparsernodes.obj)
       0,000   0,0        0,273   0,2      584 std::allocator<class minToken>::deallocate(void *,unsigned int) (mintokenizer.obj)
       0,000   0,0        0,981   0,8      576 std::allocator<class minToken>::destroy(class minToken *) (mintokenizer.obj)
       0,000   0,0        0,004   0,0        8 std::allocator<class minVariableSymbolItem>::_Charalloc(unsigned int) (minpreproc.obj)
       0,000   0,0        0,000   0,0        8 std::allocator<struct std::pair<class minInterpreterType,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > > >::deallocate(void *,unsigned int) (minpreproc.obj)
       0,000   0,0        0,000   0,0      520 std::list<char,class std::allocator<char> >::iterator::operator==(class std::list<char,class std::allocator<char> >::iterator const &) (mintokenizer.obj)
       0,000   0,0        0,591   0,5       16 std::list<char,class std::allocator<char> >::list<char,class std::allocator<char> >(class list<char,class std::allocator<char> >::allocator<char> const &) (mintokenizer.obj)
       0,000   0,0        0,000   0,0       11 std::list<class minHandle<class minCallStackItem>,class std::allocator<class minHandle<class minCallStackItem> > >::_Acc::_Next(struct std::list<class minHandle<class minCallStackItem>,class std::allocator<class minHandle<class minCallStackItem> > >::_Node *) (minpreproc.obj)
       0,000   0,0        0,000   0,0       10 std::list<class minHandle<class minCallStackItem>,class std::allocator<class minHandle<class minCallStackItem> > >::_Acc::_Prev(struct std::list<class minHandle<class minCallStackItem>,class std::allocator<class minHandle<class minCallStackItem> > >::_Node *) (minpreproc.obj)
       0,000   0,0        0,000   0,0        4 std::list<class minHandle<class minCallStackItem>,class std::allocator<class minHandle<class minCallStackItem> > >::_Acc::_Value(struct std::list<class minHandle<class minCallStackItem>,class std::allocator<class minHandle<class minCallStackItem> > >::_Node *) (minpreproc.obj)
       0,000   0,0        0,003   0,0        2 std::list<class minHandle<class minCallStackItem>,class std::allocator<class minHandle<class minCallStackItem> > >::_Freenode(struct std::list<class minHandle<class minCallStackItem>,class std::allocator<class minHandle<class minCallStackItem> > >::_Node *) (minpreproc.obj)
       0,000   0,0        0,000   0,0        3 std::list<class minHandle<class minCallStackItem>,class std::allocator<class minHandle<class minCallStackItem> > >::begin(void) (minpreproc.obj)
       0,000   0,0        0,001   0,0        2 std::list<class minHandle<class minCallStackItem>,class std::allocator<class minHandle<class minCallStackItem> > >::erase(class std::list<class minHandle<class minCallStackItem>,class std::allocator<class minHandle<class minCallStackItem> > >::iterator,class std::list<class minHandle<class minCallStackItem>,class std::allocator<class minHandle<class minCallStackItem> > >::iterator) (minpreproc.obj)
       0,000   0,0        0,000   0,0        2 std::list<class minHandle<class minCallStackItem>,class std::allocator<class minHandle<class minCallStackItem> > >::iterator::_Mynode(void) (minpreproc.obj)
       0,000   0,0        0,000   0,0        2 std::list<class minHandle<class minCallStackItem>,class std::allocator<class minHandle<class minCallStackItem> > >::iterator::operator++(void) (minpreproc.obj)
       0,000   0,0        0,000   0,0        1 std::list<class minHandle<class minCallStackItem>,class std::allocator<class minHandle<class minCallStackItem> > >::iterator::operator--(void) (minipenv.obj)
       0,000   0,0        0,000   0,0        4 std::list<class minHandle<class minCallStackItem>,class std::allocator<class minHandle<class minCallStackItem> > >::iterator::operator==(class std::list<class minHandle<class minCallStackItem>,class std::allocator<class minHandle<class minCallStackItem> > >::iterator const &) (minpreproc.obj)
       0,000   0,0        0,003   0,0        1 std::list<class minHandle<class minCallStackItem>,class std::allocator<class minHandle<class minCallStackItem> > >::push_back(class minHandle<class minCallStackItem> const &) (minipenv.obj)
       0,000   0,0        0,000   0,0        3 std::list<class minHandle<class minClassDeclarationNode>,class std::allocator<class minHandle<class minClassDeclarationNode> > >::_Acc::_Next(struct std::list<class minHandle<class minClassDeclarationNode>,class std::allocator<class minHandle<class minClassDeclarationNode> > >::_Node *) (minpreproc.obj)
       0,000   0,0        0,000   0,0        1 std::list<class minHandle<class minClassDeclarationNode>,class std::allocator<class minHandle<class minClassDeclarationNode> > >::_Acc::_Prev(struct std::list<class minHandle<class minClassDeclarationNode>,class std::allocator<class minHandle<class minClassDeclarationNode> > >::_Node *) (minpreproc.obj)
       0,000   0,0        0,001   0,0        1 std::list<class minHandle<class minClassDeclarationNode>,class std::allocator<class minHandle<class minClassDeclarationNode> > >::_Freenode(struct std::list<class minHandle<class minClassDeclarationNode>,class std::allocator<class minHandle<class minClassDeclarationNode> > >::_Node *) (minpreproc.obj)
       0,000   0,0        0,000   0,0        4 std::list<class minHandle<class minClassDeclarationNode>,class std::allocator<class minHandle<class minClassDeclarationNode> > >::iterator::iterator(struct list<class minHandle<class minClassDeclarationNode>,class std::allocator<class minHandle<class minClassDeclarationNode> > >::iterator::_Node *) (minpreproc.obj)
       0,000   0,0        0,000   0,0        2 std::list<class minHandle<class minClassDeclarationNode>,class std::allocator<class minHandle<class minClassDeclarationNode> > >::iterator::operator!=(class std::list<class minHandle<class minClassDeclarationNode>,class std::allocator<class minHandle<class minClassDeclarationNode> > >::iterator const &) (minpreproc.obj)
       0,000   0,0        0,000   0,0        2 std::list<class minHandle<class minClassDeclarationNode>,class std::allocator<class minHandle<class minClassDeclarationNode> > >::iterator::operator==(class std::list<class minHandle<class minClassDeclarationNode>,class std::allocator<class minHandle<class minClassDeclarationNode> > >::iterator const &) (minpreproc.obj)
       0,000   0,0        0,000   0,0       57 std::list<class minHandle<class minFunctionDeclarationNode>,class std::allocator<class minHandle<class minFunctionDeclarationNode> > >::_Acc::_Prev(struct std::list<class minHandle<class minFunctionDeclarationNode>,class std::allocator<class minHandle<class minFunctionDeclarationNode> > >::_Node *) (minpreproc.obj)
       0,000   0,0        0,000   0,0       35 std::list<class minHandle<class minFunctionDeclarationNode>,class std::allocator<class minHandle<class minFunctionDeclarationNode> > >::_Acc::_Value(struct std::list<class minHandle<class minFunctionDeclarationNode>,class std::allocator<class minHandle<class minFunctionDeclarationNode> > >::_Node *) (minpreproc.obj)
       0,000   0,0        0,006   0,0        8 std::list<class minHandle<class minFunctionDeclarationNode>,class std::allocator<class minHandle<class minFunctionDeclarationNode> > >::_Freenode(struct std::list<class minHandle<class minFunctionDeclarationNode>,class std::allocator<class minHandle<class minFunctionDeclarationNode> > >::_Node *) (minpreproc.obj)
       0,000   0,0        0,000   0,0       21 std::list<class minHandle<class minFunctionDeclarationNode>,class std::allocator<class minHandle<class minFunctionDeclarationNode> > >::const_iterator::operator++(void) (minpreproc.obj)
       0,000   0,0        0,000   0,0       28 std::list<class minHandle<class minFunctionDeclarationNode>,class std::allocator<class minHandle<class minFunctionDeclarationNode> > >::const_iterator::operator==(class std::list<class minHandle<class minFunctionDeclarationNode>,class std::allocator<class minHandle<class minFunctionDeclarationNode> > >::const_iterator const &) (minpreproc.obj)
       0,000   0,0        0,000   0,0       10 std::list<class minHandle<class minFunctionDeclarationNode>,class std::allocator<class minHandle<class minFunctionDeclarationNode> > >::iterator::operator!=(class std::list<class minHandle<class minFunctionDeclarationNode>,class std::allocator<class minHandle<class minFunctionDeclarationNode> > >::iterator const &) (minpreproc.obj)
       0,000   0,0        0,003   0,0        1 std::list<class minHandle<class minFunctionDeclarationNode>,class std::allocator<class minHandle<class minFunctionDeclarationNode> > >::list<class minHandle<class minFunctionDeclarationNode>,class std::allocator<class minHandle<class minFunctionDeclarationNode> > >(class list<class minHandle<class minFunctionDeclarationNode>,class std::allocator<class minHandle<class minFunctionDeclarationNode> > >::allocator<class minHandle<class minFunctionDeclarationNode> >
       0,000   0,0        0,120   0,1        7 std::list<class minHandle<class minFunctionDeclarationNode>,class std::allocator<class minHandle<class minFunctionDeclarationNode> > >::push_back(class minHandle<class minFunctionDeclarationNode> const &) (minipenv.obj)
       0,000   0,0        0,003   0,0        1 std::list<class minHandle<class minFunctionDeclarationNode>,class std::allocator<class minHandle<class minFunctionDeclarationNode> > >::~list<class minHandle<class minFunctionDeclarationNode>,class std::allocator<class minHandle<class minFunctionDeclarationNode> > >(void) (minpreproc.obj)
       0,000   0,0        0,000   0,0        9 std::list<class minHandle<class minInterpreterNode>,class std::allocator<class minHandle<class minInterpreterNode> > >::_Acc::_Next(struct std::list<class minHandle<class minInterpreterNode>,class std::allocator<class minHandle<class minInterpreterNode> > >::_Node *) (minparsernodes.obj)
       0,000   0,0        0,000   0,0        2 std::list<class minHandle<class minInterpreterNode>,class std::allocator<class minHandle<class minInterpreterNode> > >::_Acc::_Prev(struct std::list<class minHandle<class minInterpreterNode>,class std::allocator<class minHandle<class minInterpreterNode> > >::_Node *) (minparsernodes.obj)
       0,000   0,0        0,003   0,0        2 std::list<class minHandle<class minInterpreterNode>,class std::allocator<class minHandle<class minInterpreterNode> > >::_Freenode(struct std::list<class minHandle<class minInterpreterNode>,class std::allocator<class minHandle<class minInterpreterNode> > >::_Node *) (minparsernodes.obj)
       0,000   0,0        0,002   0,0        2 std::list<class minHandle<class minInterpreterNode>,class std::allocator<class minHandle<class minInterpreterNode> > >::begin(void) (minparsernodes.obj)
       0,000   0,0        0,000   0,0        2 std::list<class minHandle<class minInterpreterNode>,class std::allocator<class minHandle<class minInterpreterNode> > >::const_iterator::operator==(class std::list<class minHandle<class minInterpreterNode>,class std::allocator<class minHandle<class minInterpreterNode> > >::const_iterator const &) (minparsernodes.obj)
       0,000   0,0        0,000   0,0        4 std::list<class minHandle<class minInterpreterNode>,class std::allocator<class minHandle<class minInterpreterNode> > >::end(void) (minparsernodes.obj)
       0,000   0,0        0,000   0,0        2 std::list<class minHandle<class minInterpreterNode>,class std::allocator<class minHandle<class minInterpreterNode> > >::end(void) (minparsernodes.obj)
       0,000   0,0        0,000   0,0        3 std::list<class minHandle<class minInterpreterNode>,class std::allocator<class minHandle<class minInterpreterNode> > >::erase(class std::list<class minHandle<class minInterpreterNode>,class std::allocator<class minHandle<class minInterpreterNode> > >::iterator,class std::list<class minHandle<class minInterpreterNode>,class std::allocator<class minHandle<class minInterpreterNode> > >::iterator) (minparsernodes.obj)
       0,000   0,0        0,000   0,0        1 std::list<class minHandle<class minInterpreterNode>,class std::allocator<class minHandle<class minInterpreterNode> > >::insert(class std::list<class minHandle<class minInterpreterNode>,class std::allocator<class minHandle<class minInterpreterNode> > >::iterator,class std::list<class minHandle<class minInterpreterNode>,class std::allocator<class minHandle<class minInterpreterNode> > >::const_iterator,class std::list<class minHandle<class minInterpreterNode>,cla
       0,000   0,0        0,000   0,0        4 std::list<class minHandle<class minInterpreterNode>,class std::allocator<class minHandle<class minInterpreterNode> > >::iterator::operator==(class std::list<class minHandle<class minInterpreterNode>,class std::allocator<class minHandle<class minInterpreterNode> > >::iterator const &) (minparsernodes.obj)
       0,000   0,0        0,002   0,0        1 std::list<class minInterpreterVariable,class std::allocator<class minInterpreterVariable> >::_Freenode(struct std::list<class minInterpreterVariable,class std::allocator<class minInterpreterVariable> >::_Node *) (minpreproc.obj)
       0,000   0,0        0,000   0,0        1 std::list<class minInterpreterVariable,class std::allocator<class minInterpreterVariable> >::begin(void) (minpreproc.obj)
       0,000   0,0        0,000   0,0        1 std::list<class minInterpreterVariable,class std::allocator<class minInterpreterVariable> >::erase(class std::list<class minInterpreterVariable,class std::allocator<class minInterpreterVariable> >::iterator,class std::list<class minInterpreterVariable,class std::allocator<class minInterpreterVariable> >::iterator) (minpreproc.obj)
       0,000   0,0        0,000   0,0        2 std::list<class minInterpreterVariable,class std::allocator<class minInterpreterVariable> >::iterator::iterator(struct list<class minInterpreterVariable,class std::allocator<class minInterpreterVariable> >::iterator::_Node *) (minpreproc.obj)
       0,000   0,0        0,000   0,0        1 std::list<class minInterpreterVariable,class std::allocator<class minInterpreterVariable> >::iterator::operator!=(class std::list<class minInterpreterVariable,class std::allocator<class minInterpreterVariable> >::iterator const &) (minpreproc.obj)
       0,000   0,0        0,000   0,0        1 std::list<class minInterpreterVariable,class std::allocator<class minInterpreterVariable> >::iterator::operator==(class std::list<class minInterpreterVariable,class std::allocator<class minInterpreterVariable> >::iterator const &) (minpreproc.obj)
       0,000   0,0        0,013   0,0        8 std::list<class minToken,class std::allocator<class minToken> >::list<class minToken,class std::allocator<class minToken> >(class list<class minToken,class std::allocator<class minToken> >::allocator<class minToken> const &) (mintokenizer.obj)
       0,000   0,0        0,000   0,0       16 std::list<class minVariableSymbolItem,class std::allocator<class minVariableSymbolItem> >::_Acc::_Next(struct std::list<class minVariableSymbolItem,class std::allocator<class minVariableSymbolItem> >::_Node *) (minpreproc.obj)
       0,000   0,0        0,000   0,0        8 std::list<class minVariableSymbolItem,class std::allocator<class minVariableSymbolItem> >::_Acc::_Prev(struct std::list<class minVariableSymbolItem,class std::allocator<class minVariableSymbolItem> >::_Node *) (minpreproc.obj)
       0,000   0,0        0,000   0,0       16 std::list<class minVariableSymbolItem,class std::allocator<class minVariableSymbolItem> >::iterator::iterator(struct list<class minVariableSymbolItem,class std::allocator<class minVariableSymbolItem> >::iterator::_Node *) (minpreproc.obj)
       0,000   0,0        0,001   0,0        1 std::reverse_bidirectional_iterator<class std::list<class minHandle<class minCallStackItem>,class std::allocator<class minHandle<class minCallStackItem> > >::iterator,class minHandle<class minCallStackItem>,class minHandle<class minCallStackItem> &,class minHandle<class minCallStackItem> *,int>::operator*(void) (minipenv.obj)
       0,000   0,0        0,000   0,0        1 std::reverse_bidirectional_iterator<class std::list<class minHandle<class minCallStackItem>,class std::allocator<class minHandle<class minCallStackItem> > >::iterator,class minHandle<class minCallStackItem>,class minHandle<class minCallStackItem> &,class minHandle<class minCallStackItem> *,int>::reverse_bidirectional_iterator<class std::list<class minHandle<class minCallStackItem>,class std::allocator<class minHandle<class minCallStackItem> > >::iterator,class
       0,000   0,0        0,000   0,0       15 std::vector<class minClassDeclarationNode const *,class std::allocator<class minClassDeclarationNode const *> >::end(void) (minpreproc.obj)
       0,000   0,0        0,006   0,0        7 std::vector<class minHandle<class minVariableDeclarationNode>,class std::allocator<class minHandle<class minVariableDeclarationNode> > >::erase(class minHandle<class minVariableDeclarationNode> *,class minHandle<class minVariableDeclarationNode> *) (minparsernodes.obj)
       0,000   0,0        0,034   0,0        7 std::vector<class minHandle<class minVariableDeclarationNode>,class std::allocator<class minHandle<class minVariableDeclarationNode> > >::operator=(class std::vector<class minHandle<class minVariableDeclarationNode>,class std::allocator<class minHandle<class minVariableDeclarationNode> > > const &) (minip.obj)
       0,000   0,0        0,000   0,0       15 std::vector<struct std::pair<class minInterpreterType,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > >,class std::allocator<struct std::pair<class minInterpreterType,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > > > >::end(void) (minpreproc.obj)
       0,000   0,0        0,000   0,0        8 std::vector<struct std::pair<class minInterpreterType,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > >,class std::allocator<struct std::pair<class minInterpreterType,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > > > >::vector<struct std::pair<class minInterpreterType,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > >,class std::allocator<st
